tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1721,116088,True,Tue Oct 31 22:37:35 +0000 2017,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,1723,1720.0
1723,AmazonHelp,False,Tue Oct 31 22:47:28 +0000 2017,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",1724,1721.0
1724,116088,True,Tue Oct 31 22:48:50 +0000 2017,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,1725,1723.0
1725,AmazonHelp,False,Tue Oct 31 23:04:01 +0000 2017,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,1726,1724.0
1726,116088,True,Tue Oct 31 23:05:46 +0000 2017,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,1727,1725.0
1727,AmazonHelp,False,Tue Oct 31 23:31:00 +0000 2017,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,"1728,1729,1730",1726.0
1728,116088,True,Tue Oct 31 23:32:11 +0000 2017,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?,1731,1727.0
1731,116088,True,Tue Oct 31 23:33:22 +0000 2017,@AmazonHelp It’s literally in the description of the item... “Players who pre-order Star Wars Battlefront...”,1732,1728.0
1732,116088,True,Tue Oct 31 23:35:57 +0000 2017,@AmazonHelp @116089 is this real? They’re offering preorder bonuses but don’t actually give them out?,,1731.0
1729,116088,True,Tue Oct 31 23:54:43 +0000 2017,@AmazonHelp So to get this straight. I get nothing at all for preordering?,,1727.0
1730,116088,True,Wed Nov 01 01:41:28 +0000 2017,@AmazonHelp I’ve cancelled my order and gone to Best Buy. Thank you.,,1727.0
1734,AmazonHelp,False,Tue Oct 31 22:35:00 +0000 2017,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,1735,1736.0
1735,116091,True,Tue Oct 31 22:41:11 +0000 2017,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.",1737,1734.0
1737,AmazonHelp,False,Tue Oct 31 22:47:00 +0000 2017,"@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",1738,1735.0
1738,116091,True,Tue Oct 31 22:47:44 +0000 2017,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.,,1737.0
1736,116091,True,Tue Oct 31 22:21:42 +0000 2017,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,1734,
1739,AmazonHelp,False,Tue Oct 31 22:34:00 +0000 2017,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",1740,1741.0
1740,116092,True,Sat Nov 04 00:53:12 +0000 2017,@AmazonHelp I have. No luck.,1742,1739.0
1742,AmazonHelp,False,Sat Nov 04 01:48:57 +0000 2017,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,,1740.0
1743,AmazonHelp,False,Tue Oct 31 22:32:29 +0000 2017,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ",1744,1745.0
1744,116093,True,Tue Oct 31 22:50:15 +0000 2017,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,1746,1743.0
1746,AmazonHelp,False,Tue Oct 31 22:56:37 +0000 2017,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,,1744.0
1747,AmazonHelp,False,Tue Oct 31 22:32:27 +0000 2017,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",,1748.0
1748,116094,True,Tue Oct 31 22:07:19 +0000 2017,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,"1747,1749",
1749,AmazonHelp,False,Tue Oct 31 22:31:00 +0000 2017,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),,1748.0
1750,AmazonHelp,False,Tue Oct 31 22:29:27 +0000 2017,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,1751,1752.0
1751,116095,True,Tue Oct 31 22:45:50 +0000 2017,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.,,1750.0
1752,116095,True,Tue Oct 31 22:06:28 +0000 2017,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,1750,1753.0
2532,AmazonHelp,False,Tue Oct 31 22:59:00 +0000 2017,@116312 わざわざご連絡をいただき、ありがとうございます。問題が改善されたようで、何よりでございます。万が一再度お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM,,2533.0
2533,116312,True,Tue Oct 31 15:52:42 +0000 2017,"@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。
お礼と報告まで。 https://t.co/hS5VmxuIfX",2532,2534.0
2534,AmazonHelp,False,Sun Oct 29 11:54:00 +0000 2017,@116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM,2533,2535.0
2535,116312,True,Sun Oct 29 11:43:59 +0000 2017,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！,2534,2536.0
2536,AmazonHelp,False,Sun Oct 29 09:21:25 +0000 2017,"@116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM
改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ",2535,2537.0
2537,116312,True,Sun Oct 29 09:14:12 +0000 2017,"@AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。",2536,2538.0
2538,AmazonHelp,False,Sun Oct 29 08:55:53 +0000 2017,@116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET,2537,2539.0
2542,AmazonHelp,False,Tue Oct 31 22:58:28 +0000 2017,@116314 How long has it been since you've e-mailed the seller? ^TR,2543,2544.0
2543,116314,True,Tue Oct 31 23:17:22 +0000 2017,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item",2545,2542.0
2545,AmazonHelp,False,Tue Oct 31 23:25:31 +0000 2017,"@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",,2543.0
2544,116314,True,Tue Oct 31 22:50:14 +0000 2017,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,2542,2546.0
2546,AmazonHelp,False,Tue Oct 31 20:26:00 +0000 2017,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,2544,2547.0
2547,116314,True,Tue Oct 31 20:19:21 +0000 2017,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,2546,2548.0
2548,AmazonHelp,False,Tue Oct 31 19:38:28 +0000 2017,@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,2547,2549.0
2549,116314,True,Tue Oct 31 19:24:59 +0000 2017,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",2548,
2550,AmazonHelp,False,Tue Oct 31 22:58:27 +0000 2017,"@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS",,2551.0
2551,116315,True,Tue Oct 31 22:47:18 +0000 2017,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",2550,2552.0
2552,AmazonHelp,False,Tue Oct 31 17:16:26 +0000 2017,"@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",2551,2553.0
2554,AmazonHelp,False,Tue Oct 31 22:58:27 +0000 2017,"@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",2555,2556.0
2555,116317,True,Wed Nov 01 01:55:49 +0000 2017,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,2557,2554.0
2557,AmazonHelp,False,Wed Nov 01 02:15:00 +0000 2017,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,,2555.0
2556,116317,True,Tue Oct 31 22:51:14 +0000 2017,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",2554,2558.0
2558,AmazonHelp,False,Tue Oct 31 22:49:00 +0000 2017,@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,2556,2559.0
2559,116317,True,Tue Oct 31 22:18:10 +0000 2017,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",2558,
2560,AmazonHelp,False,Tue Oct 31 22:57:00 +0000 2017,"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC",,2561.0
2561,116318,True,Tue Oct 31 21:26:14 +0000 2017,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,"2560,2562,2563",
2564,AmazonHelp,False,Tue Oct 31 22:54:27 +0000 2017,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",,2565.0
2565,116319,True,Tue Oct 31 22:36:21 +0000 2017,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,2564,
2566,AmazonHelp,False,Tue Oct 31 22:50:35 +0000 2017,"@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",2567,2568.0
2567,116320,True,Tue Oct 31 22:51:28 +0000 2017,@AmazonHelp Bummer! I was hoping to get it quick. Oh well! Thanks for the response.,,2566.0
2569,AmazonHelp,False,Tue Oct 31 22:50:35 +0000 2017,"@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA",,2570.0
2570,116321,True,Tue Oct 31 22:16:47 +0000 2017,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",2569,2571.0
2571,AmazonHelp,False,Tue Oct 31 22:13:52 +0000 2017,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,2570,2572.0
2572,116321,True,Tue Oct 31 22:00:12 +0000 2017,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,2571,2573.0
2573,AmazonHelp,False,Tue Oct 31 21:58:00 +0000 2017,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,2572,2574.0
2574,116321,True,Tue Oct 31 21:43:12 +0000 2017,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,2573,2575.0
2575,AmazonHelp,False,Tue Oct 31 21:39:30 +0000 2017,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG","2574,2576",2577.0
2578,AmazonHelp,False,Tue Oct 31 22:49:00 +0000 2017,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",2579,2580.0
2579,116322,True,Tue Oct 31 22:50:15 +0000 2017,"@AmazonHelp legacy ""shared prime benefits"" account trying to join an amazon household of the prim. account holder to share echo and set up voice profile",2581,2578.0
2581,116322,True,Tue Oct 31 22:50:46 +0000 2017,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",2582,2579.0
2582,AmazonHelp,False,Wed Nov 01 21:42:28 +0000 2017,@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH,,2581.0
2580,116322,True,Tue Oct 31 22:46:16 +0000 2017,the @amazonhelp queue is clueless on Amazon Household,2578,
2583,AmazonHelp,False,Tue Oct 31 22:48:00 +0000 2017,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE,,2584.0
2584,116323,True,Tue Oct 31 22:11:58 +0000 2017,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,2583,2585.0
2585,AmazonHelp,False,Tue Oct 31 20:48:00 +0000 2017,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,2584,2586.0
2586,116323,True,Tue Oct 31 20:28:23 +0000 2017,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,2585,
2587,AmazonHelp,False,Tue Oct 31 22:45:00 +0000 2017,"@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN

Please keep us updated. ^FJ","2588,2589,2590",2591.0
2588,116325,True,Wed Nov 01 00:06:03 +0000 2017,@AmazonHelp I have made many calls to Amazon CS. No resolution. Now what? Member since ‘98. Need corporate involved.,,2587.0
2589,116325,True,Tue Oct 31 22:53:59 +0000 2017,@AmazonHelp I’m not talking to customer service again. THATS part of the problem. I want someone in America @ corporate who can make decisions.,,2587.0
2590,116325,True,Wed Nov 01 00:03:54 +0000 2017,@AmazonHelp So I see that Amazon Twitter is staffed by the same people as customer service. Each answer here spoken by s different person (or bot),,2587.0
2591,116325,True,Tue Oct 31 22:24:18 +0000 2017,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,2587,2592.0
2592,AmazonHelp,False,Tue Oct 31 20:35:32 +0000 2017,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,"2591,2593",2594.0
2594,116325,True,Tue Oct 31 20:18:44 +0000 2017,@AmazonHelp Want to speak to someone at corp to address these issues.,2592,2595.0
